Name,Age,Employment_Years,Annual_Income,Credit_Score,Loan_Amount,Loan_Purpose,Past_Defaults,Has_Criminal_Record,Loan_Approved
Caleb Salazar,28,5,97166.64,348,16335.85,Business,3,1,0
Miguel Rogers,31,11,46362.62,738,41228.46,Personal,4,1,0
Annette Gill,55,14,63324.72,724,26893.88,Car,1,0,0
Stephanie Taylor,31,11,118345.68,638,43722.29,Business,5,0,0
Kimberly Graves,26,2,49105.65,623,9323.01,Home,4,0,0
Patricia Burton,42,17,20153.85,368,6396.11,Personal,3,0,0
Christian Wilson,54,22,95602.07,369,14276.25,Home,4,0,0
Jessica Fowler,50,20,23644.7,739,33070.58,Business,5,1,0
Rodney Spencer,61,2,64379.45,553,48289.43,Personal,5,1,0
Catherine Norton,23,3,35995.83,837,38777.89,Business,0,1,0
Charlene Barr,41,15,77760.45,679,6688.74,Personal,5,1,0
Kari Wood,65,42,117309.73,805,39404.93,Home,1,0,1
Elizabeth Watson,51,11,37691.41,849,37523.83,Car,0,1,0
Derrick Powell,33,11,90593.45,321,14578.0,Education,2,0,0
Cameron Castro,49,8,107530.82,407,22287.62,Education,2,1,0
Jessica Rogers,31,1,126082.57,584,6020.91,Education,3,0,0
Patricia Jordan,28,0,26612.04,734,33790.28,Personal,0,0,0
Travis Allen,44,9,128525.56,619,12623.06,Personal,4,1,0
Autumn Reed,22,2,52986.95,622,29602.53,Business,3,1,0
Marie Miranda,52,29,34393.97,519,38842.13,Home,0,0,0
Carrie Robinson,63,2,116161.59,804,46707.15,Business,0,1,0
Charles Barnett,38,10,132169.17,544,23058.67,Home,3,0,0
James Warner,51,17,30239.96,791,16570.12,Personal,0,0,0
Veronica Martin,59,25,149102.17,625,12662.66,Business,2,1,1
Terry Logan,40,6,149864.39,677,20023.17,Home,5,1,0
Ashley Johnson,36,3,113360.2,831,6177.62,Personal,2,1,0
Christine Ingram,60,30,107067.78,388,6464.44,Car,0,0,0
Wendy Bennett,32,4,49963.01,646,38045.6,Car,2,0,0
Hector Hill,35,12,93324.93,592,40682.46,Personal,1,0,0
Isaac Mack,40,15,35249.34,621,29268.08,Education,1,1,0
Carl Hicks,31,2,135685.86,322,20842.38,Home,2,1,0
Laura Morrison,28,5,56277.0,666,42460.22,Personal,3,0,0
Melissa Watts,63,0,25802.14,760,43292.6,Personal,1,1,0
Jonathan Rogers,63,31,106928.93,486,24356.34,Education,4,1,0
Laurie Scott,22,2,23236.82,617,21418.41,Car,1,1,0
Henry Ramos,30,6,26003.72,817,12992.17,Home,3,0,0
Rebecca Cole,41,11,70283.76,546,32218.51,Home,1,0,0
Andrea Combs,52,31,95281.6,411,25650.92,Home,3,1,0
Erin Little,60,40,41364.45,355,42296.2,Business,0,1,0
Melinda Martinez,62,36,25604.19,489,15731.39,Home,4,0,0
Craig Koch,21,0,32366.83,644,44936.01,Education,0,1,0
James Kidd,29,1,89262.94,365,20076.2,Business,5,1,0
Joseph Baldwin,51,13,112357.52,405,40393.75,Business,0,0,0
Michael Davidson,28,3,89781.42,397,47120.38,Business,0,1,0
Zachary Jensen,42,18,40035.12,558,47596.08,Personal,5,0,0
Justin Hogan,25,3,91035.04,584,16488.75,Business,3,0,0
Jeanne Gregory,34,0,53167.04,706,9149.35,Business,5,0,0
Kelsey Weaver,44,11,50097.76,768,23755.99,Home,0,0,0
Stacey Allen,42,5,85151.06,395,39019.66,Business,1,1,0
Hayden Baird,42,2,104541.51,468,37089.01,Home,4,1,0
Dylan Wood,59,32,36370.55,349,16659.04,Home,0,1,0
Amber Boyd MD,39,6,65708.76,580,5799.09,Home,4,1,0
Joseph Snyder,63,15,39431.51,448,20681.76,Car,0,1,0
George Avila,57,35,69220.41,727,5259.34,Education,1,1,0
Joshua Pierce,49,12,148499.06,532,20764.18,Home,3,1,0
Dominique Bennett,59,32,31545.45,657,13681.59,Education,3,1,0
Victoria Martinez,38,13,27446.05,591,25189.02,Car,2,1,0
Richard Garza DVM,65,38,90062.07,538,17574.56,Personal,0,1,0
Michael Michael,44,5,146079.47,775,49018.24,Car,4,0,1
Jacob Gray,54,3,56707.23,453,26334.5,Personal,5,0,0
John Jensen,45,7,115384.67,517,8393.04,Home,4,0,0
John Clark,52,8,129097.38,721,39949.94,Home,1,0,1
Christopher Burgess,61,8,71372.28,404,14979.28,Education,3,1,0
Robert Allen,31,11,48329.11,362,18491.33,Education,2,1,0
David Logan Jr.,25,4,122120.92,689,27458.01,Education,2,1,0
Mark Reeves,27,1,125644.04,745,30882.61,Personal,3,1,0
Steven Golden,43,0,110408.58,569,49762.89,Personal,4,0,0
Amy Day,39,0,57343.93,332,19223.16,Personal,2,1,0
Troy Morrison,21,1,64341.66,622,31859.03,Personal,0,1,0
Lauren Saunders,58,2,22774.65,676,14814.74,Education,0,1,0
Benjamin Chandler,64,40,40651.29,522,9596.62,Business,0,1,0
Dominic Phillips,53,11,132968.13,398,12020.14,Car,1,0,0
Frederick Ramirez,49,13,140341.05,711,5548.85,Business,5,0,0
Barbara Carrillo,56,31,126803.09,410,15817.26,Personal,5,1,0
Rhonda Collins,47,21,25241.07,661,31768.65,Business,0,1,0
Ruben Reese,46,15,25315.09,317,44496.49,Home,0,1,0
Joel Taylor,49,2,99992.62,622,9230.99,Business,3,1,0
Jordan Scott,24,3,27937.29,479,46447.48,Business,5,0,0
Cynthia Bishop,62,17,133431.54,719,49580.32,Education,0,0,1
Ashley Johnson,35,15,140167.86,325,5621.11,Home,0,0,0
Heather Clarke,58,9,34897.48,488,40485.58,Car,4,1,0
Lisa Turner,49,24,144217.05,677,39363.05,Home,2,0,1
Krystal Medina,21,0,128498.72,584,37718.1,Home,2,0,0
Robert Hayes,55,25,82205.33,539,32745.76,Business,1,1,0
Keith Byrd,44,12,147071.7,493,5497.15,Home,3,0,0
Jeffrey Mcdonald,45,19,80033.95,469,6171.56,Home,5,1,0
Alexis Miles,33,1,38022.34,608,36323.37,Business,5,1,0
Patricia Mata,23,2,134200.17,652,13410.75,Home,0,0,1
Laura Jones,56,24,88695.38,791,12038.03,Business,1,1,0
Christopher Taylor,28,8,51578.69,646,24903.46,Business,2,0,0
Keith Haas,50,18,49516.04,686,15091.45,Personal,4,1,0
Keith Garrison,30,9,65954.93,701,18482.11,Business,3,0,0
Rose Sanchez,65,8,132358.17,516,27214.73,Car,4,1,0
Gary Morris,48,8,87333.81,814,33214.08,Car,4,1,0
Sarah Stewart,44,23,129889.11,824,10593.19,Personal,0,1,1
Samantha Sheppard,33,7,82421.28,657,6374.56,Personal,3,0,0
Kim Adams,32,0,135594.33,598,33398.44,Personal,3,1,0
Charles Deleon,35,15,32218.77,358,28089.01,Education,2,1,0
Catherine Lucas,62,5,109384.33,301,47406.39,Business,3,0,0
Krista Moss,43,22,107323.97,587,31515.55,Education,5,0,0
Pedro Roberts,35,3,116173.87,580,16820.65,Education,4,0,0
Steven Tran,47,25,59466.06,414,10868.12,Business,4,0,0
Scott Fields,40,18,83338.12,333,21266.02,Personal,1,0,0
Teresa Smith,37,10,51909.21,767,6936.28,Car,2,0,0
Charles Baker,34,14,78167.35,658,22920.68,Personal,3,1,0
Krystal Mcpherson,21,0,79136.35,422,27481.2,Personal,1,1,0
Lisa Wall,31,4,115594.79,780,47724.66,Business,5,0,0
Joshua Jones,38,15,84649.6,328,44968.26,Car,4,0,0
Cody Hill,24,3,114393.22,392,38772.86,Personal,0,0,0
Jeremy Martin,28,0,99134.45,363,10372.79,Car,4,1,0
Thomas Hunt,23,2,123445.31,317,22799.3,Car,1,0,0
Mariah Ferguson,44,24,75548.24,776,37112.99,Car,4,1,0
Jennifer Bradford,62,12,144045.45,445,18291.44,Personal,5,1,0
Mr. Michael Fisher,21,1,79018.68,505,31849.56,Car,1,1,0
Timothy Morris,62,3,104302.57,391,34237.16,Personal,0,1,0
Robert Winters,44,16,96429.23,370,49334.83,Business,5,1,0
Jennifer Gutierrez,43,4,117705.53,356,17443.8,Home,3,1,0
David Johnson,30,2,108255.84,842,16848.34,Car,0,1,0
Bailey Hall,59,18,107086.34,717,44600.59,Car,4,0,0
John Hart,47,24,110431.93,371,5704.59,Car,3,1,0
Teresa Williamson,27,4,90376.58,367,5968.95,Education,5,1,0
Catherine Thornton,52,25,101801.21,634,34287.9,Personal,5,1,0
Michael Mccullough,61,6,27634.51,694,23005.23,Car,3,0,0
Phillip West,26,5,104488.03,753,6625.51,Personal,0,1,0
Lisa Casey,56,6,92163.19,761,5809.25,Education,1,1,0
Anna Clark,50,26,24280.87,775,15402.44,Car,1,0,0
Sharon Callahan,65,25,66041.68,822,37241.92,Car,2,1,0
Shane Miller,62,27,146320.89,347,47649.75,Business,2,0,0
Cristina Moore,50,2,57383.4,763,38836.32,Education,3,1,0
Sherry Wells,21,1,52443.42,596,48205.64,Business,0,1,0
Chelsea Jones,32,2,41414.94,744,26369.85,Car,4,1,0
Larry Evans,46,19,38802.77,381,14616.68,Education,2,1,0
Robert Mullins,24,1,89920.24,832,22584.42,Car,2,0,0
Tyler Turner,45,8,93483.14,536,29693.96,Education,4,0,0
Dustin Roberts,23,0,84149.56,721,6424.02,Business,3,0,0
Allison Ochoa,60,40,47007.62,333,42786.0,Home,3,1,0
Kristi Schroeder,63,8,100176.35,836,34179.44,Car,4,0,0
Trevor Ferguson,49,26,115877.74,392,27626.59,Home,2,0,0
Ronald Nunez,48,23,77763.85,450,42490.57,Home,3,1,0
Mary Cervantes,45,12,29341.97,778,19661.5,Business,1,0,0
Danielle Ferguson,31,5,36828.36,698,15547.28,Education,4,0,0
Shannon Mitchell,25,2,75512.28,451,27127.2,Business,5,0,0
Mr. Jared Thompson,54,23,29211.77,807,41435.5,Home,5,0,0
Sarah Rowland,60,38,77446.52,542,9392.34,Home,1,0,0
Edward Murphy,23,2,119655.65,605,27386.19,Home,1,1,0
Angela Soto,53,3,117447.74,649,26659.07,Education,5,1,0
Donna Hendrix,33,3,31911.75,721,25517.47,Home,5,0,0
Tracy Garcia,30,2,109918.81,741,19695.84,Education,5,1,0
Jenny Poole,44,3,121165.11,362,26695.88,Personal,1,0,0
Jamie Bolton,26,4,65111.14,319,48721.6,Business,2,0,0
Adam Smith,61,20,129119.95,430,33022.55,Home,0,1,0
Wendy Lucero,29,1,142485.62,584,18464.86,Personal,4,1,0
Brady Smith,57,3,116016.05,688,39037.91,Personal,0,1,0
Michael Richmond,36,9,31937.54,438,24320.75,Home,0,0,0
Lauren Knight,39,11,46379.49,567,28678.71,Education,5,0,0
Melanie Khan,60,32,53388.43,812,18376.43,Home,1,0,1
Dylan Francis,39,5,83486.25,686,10350.26,Car,0,1,0
Mariah Lopez,39,11,72062.32,631,9437.93,Personal,0,1,0
Ruth Franklin,39,15,23791.92,543,46023.49,Personal,4,0,0
Michael Lynch,22,2,32511.57,562,16895.91,Business,2,0,0
Dr. Anne Hutchinson,47,9,32845.05,730,19550.43,Car,5,1,0
Kathy Newman,63,6,102956.79,478,38580.44,Personal,3,1,0
Julie Anderson,60,13,66836.71,770,36994.17,Car,0,1,0
Alan Orozco,24,1,60067.53,691,15000.09,Home,3,1,0
Donald Christensen,42,7,114982.39,689,34878.84,Education,5,0,0
Timothy Boyd,60,13,135050.65,714,34190.98,Business,1,0,1
Tammy Hernandez,39,1,125337.89,657,20951.07,Car,4,0,0
Kimberly Hale MD,39,7,118579.26,782,48369.37,Personal,2,0,1
Bruce Simmons,33,4,72833.34,845,22181.86,Business,1,1,0
Michael Howard,24,1,107414.47,439,18539.33,Home,1,0,0
Ryan Russell,34,12,80443.6,731,19042.33,Personal,5,0,0
Mary Lambert,49,25,121015.0,372,6038.43,Home,3,0,0
Kelly Bell,35,3,43164.76,838,23070.36,Home,4,0,0
Madeline Shaw,24,4,83507.35,320,11778.61,Car,5,1,0
Diana Obrien,49,29,78741.7,548,10151.91,Car,5,0,0
Dr. Michael Miller,48,19,31919.81,432,26967.02,Personal,3,1,0
Lisa Franklin,60,13,77795.93,749,18665.37,Home,4,1,0
Joseph Curry,24,4,57507.54,664,22690.68,Business,2,0,0
Sarah Lutz,38,7,58441.52,841,39865.43,Education,4,1,0
Patrick Gordon,40,11,35201.39,421,34471.43,Business,0,0,0
Jessica Irwin,37,14,146569.54,602,39216.3,Education,3,0,0
Jeremy Perez,22,0,118213.06,801,13619.76,Business,2,0,1
Robert White,22,2,25332.78,527,48235.13,Personal,0,1,0
Anne Woods,50,7,120803.1,341,47651.38,Education,3,1,0
Katherine Garrett,55,4,133950.63,369,13359.74,Home,2,0,0
Robin Alexander,45,10,43548.57,764,11048.15,Car,1,0,0
Richard Thomas,24,3,43589.47,691,36785.27,Personal,0,1,0
Rachel Edwards,54,28,145272.68,384,48958.84,Personal,3,0,0
Norma Chapman,39,8,143549.71,453,9635.04,Education,4,0,0
Debra Burke,43,11,55104.64,771,45876.61,Education,1,0,0
Maurice Johnson,50,23,107545.55,417,34112.24,Car,1,1,0
Kristi Wise,50,2,58787.76,651,42210.95,Business,3,0,0
Darlene Diaz,28,1,50205.6,657,43875.32,Education,3,0,0
Emily Larsen,64,7,93661.35,430,18850.71,Education,4,1,0
Zachary Riley,48,28,139518.76,769,37298.24,Business,2,0,1
Julie Ballard,37,16,144862.67,489,44563.83,Education,0,1,0
Teresa Cervantes,21,1,63011.54,690,29954.02,Personal,3,0,0
Victoria Leblanc,51,6,90886.72,413,35625.6,Home,1,1,0
Todd Jacobson,60,37,49679.03,676,48784.31,Home,2,1,0
Sheri Davis,40,0,45919.72,687,46208.71,Personal,5,1,0
Tina Deleon,59,7,134859.42,737,47316.31,Education,5,0,0
Theresa Kennedy,62,11,42205.6,828,5337.89,Car,3,0,0
William Robbins,33,3,139508.22,311,17290.04,Business,0,0,0
Morgan Edwards,53,14,135420.39,742,10102.36,Car,1,1,1
Kylie Hubbard,58,3,136865.19,838,41307.67,Business,0,1,1
Rachel Murphy,58,6,76835.43,618,42913.66,Home,0,0,0
Mrs. Angel Bryan,64,20,97466.7,846,27046.58,Car,3,1,0
Rachel Robertson,36,8,23531.28,802,36870.99,Education,4,1,0
Lisa Snyder,29,3,59715.3,667,35064.44,Car,5,1,0
Isaac Le,54,4,114642.52,839,13569.47,Business,4,1,0
Joshua Burnett,49,25,127261.12,610,14439.85,Business,3,1,0
Whitney Thompson,28,8,135042.45,427,7969.81,Personal,3,1,0
Terry Johnson,55,24,127220.0,527,24844.65,Education,1,1,0
Derek Pitts,30,0,37257.61,809,26081.22,Personal,4,1,0
Shelby Barker,65,16,77074.09,540,41870.65,Personal,5,1,0
Susan Mcdonald,30,6,134800.67,545,6364.87,Car,5,0,0
Elizabeth Cervantes,44,16,55632.75,562,43251.32,Home,0,0,0
Andrew Salazar,58,11,139527.37,788,26766.2,Car,3,0,1
Jennifer Mills,47,3,61457.02,489,20060.69,Car,1,1,0
Lisa Cruz,30,9,87586.81,787,8026.54,Education,2,0,0
Brian Noble,47,8,31478.1,674,16322.09,Home,5,1,0
Katherine Shaw,49,14,144794.58,730,10798.15,Business,3,0,1
Joshua Hall,52,6,108064.15,466,14522.65,Personal,3,0,0
Alexander Baker,25,0,42932.3,828,39628.3,Education,2,1,0
Sandra Baker,31,9,94494.24,822,28725.52,Business,1,0,1
Timothy Hawkins,37,6,62039.26,556,16166.12,Car,3,0,0
Nicole Brennan,51,30,82355.44,540,28563.47,Business,5,1,0
Norma Mccoy,43,15,50466.06,320,34824.37,Business,1,0,0
Lindsay Richardson,34,1,104114.52,817,40358.44,Education,3,1,0
Jack Lee,44,10,114667.85,725,44736.43,Car,3,0,0
Nicholas Rivera,29,7,51822.33,822,24808.63,Car,4,1,0
Nichole Chapman,39,4,33147.5,310,29626.56,Personal,0,0,0
Brent Huffman,29,5,46612.96,675,6175.43,Car,2,1,0
Daniel Edwards,61,25,111590.06,777,19745.21,Education,3,1,0
David Sutton,33,8,99478.57,842,32640.83,Personal,1,1,0
Brandon Mills,33,3,119565.23,567,42791.12,Business,2,1,0
Michelle Munoz,54,18,31274.46,723,7974.41,Home,2,1,0
Evan Williams,39,0,95627.22,769,29157.19,Education,1,0,0
Megan Simpson,22,2,70584.27,668,23036.59,Personal,0,0,0
Joshua Acevedo,38,17,85666.85,529,17803.76,Home,4,1,0
Rebecca Larson,56,9,43928.79,414,15883.9,Education,1,1,0
Michael Hayden,23,2,56613.83,626,9794.17,Personal,4,1,0
Michael Porter,33,11,116189.6,769,18645.92,Education,4,0,0
Joshua Drake,38,3,45716.92,844,44677.33,Education,5,1,0
Dakota Jackson,47,9,136609.28,504,41163.14,Home,5,1,0
Kathleen Wade,47,26,124058.5,798,17639.88,Home,1,1,1
Mr. Ryan Brown,54,13,79231.21,396,30969.32,Personal,5,0,0
David Blevins,54,23,44420.13,543,13815.2,Car,0,0,0
Melissa Gray,54,18,94233.44,316,15962.07,Home,1,1,0
Amanda Jackson,38,13,30340.85,821,35818.73,Personal,3,0,0
Danielle Boyer,29,4,77601.82,649,10028.15,Home,5,0,0
Matthew Humphrey,34,1,147677.57,644,27899.83,Education,0,0,1
Amanda Marks,53,12,59796.69,511,26342.63,Personal,3,1,0
Pamela Sharp,46,7,135927.34,623,10913.61,Business,1,1,0
Raymond Sharp,39,1,143186.23,618,17951.8,Personal,3,1,0
Dale Jenkins,47,5,46512.13,849,20196.9,Home,3,0,0
Laura Gonzales,31,4,128679.23,741,49628.54,Car,1,1,0
Lauren Rodriguez,37,8,144870.23,435,49660.73,Personal,2,0,0
Chris Phillips,37,1,102223.41,759,47219.28,Home,4,1,0
Betty Chandler,61,34,138010.6,432,13629.2,Business,4,0,0
Sarah Green,24,2,20993.68,608,25781.64,Business,5,1,0
Elizabeth Wright,22,2,38208.56,846,48002.96,Home,4,0,0
Jose Krueger,45,22,109662.92,380,19845.47,Home,4,0,0
Rebecca Bonilla,55,16,131444.76,708,45326.92,Education,5,0,0
Bobby Bell,53,14,89168.83,814,45520.85,Personal,1,0,1
Angela Smith,49,17,147330.39,839,37795.33,Business,3,0,1
Monica Carter,58,32,87007.64,463,41601.22,Home,2,1,0
Michael Sandoval,33,4,89210.24,319,47932.11,Car,0,0,0
Shannon Collins,36,15,24652.26,341,31386.58,Car,0,1,0
Paul Gray,35,15,34195.04,677,11221.51,Home,3,1,0
Joel Schroeder,65,25,100212.19,803,43874.44,Home,2,0,1
Justin Pierce,42,18,129007.02,342,37223.65,Business,1,1,0
Dustin Sampson,64,18,99478.36,373,34934.45,Education,1,1,0
Dawn Hernandez,27,7,124551.42,744,11825.17,Home,1,1,0
Dustin Garrett,53,17,63314.21,359,34846.09,Car,4,1,0
Natalie Figueroa,21,0,128420.42,808,11475.49,Car,2,0,1
Amy Cook,25,1,37158.69,308,24087.2,Car,3,1,0
Barbara Miller,47,3,39117.32,451,9799.95,Business,4,1,0
Ashley Rodriguez,46,7,42584.99,390,17785.32,Home,3,0,0
Robin Smith,23,1,116469.52,688,11680.33,Home,1,0,0
Mark Ramos,28,4,134636.53,545,41324.14,Car,4,0,0
Shannon Brown,41,16,113016.85,841,42709.51,Personal,1,0,1
John Davis,55,35,102014.77,562,39379.33,Business,3,1,0
Justin Chang,57,13,148518.2,814,17458.68,Education,4,1,0
Erica Hutchinson,60,32,98137.45,525,5929.77,Personal,3,1,0
Teresa Kennedy,36,14,93799.25,550,25914.83,Car,2,0,0
Michael Carter,45,4,45273.68,667,24076.89,Personal,5,1,0
David Woods PhD,58,16,81782.37,848,28428.57,Business,0,1,0
Lisa Ellis,64,13,142540.21,410,36222.05,Personal,0,0,0
Christopher Lowe,27,4,112716.94,743,14523.7,Home,2,0,0
Abigail Mendez,51,26,132188.62,521,9490.75,Car,1,0,1
Justin Jones,31,1,116479.6,720,22942.48,Business,0,0,1
Danielle Evans,46,0,84784.28,471,11139.9,Personal,3,1,0
Jose Williams,35,14,26331.22,746,9800.78,Home,3,0,0
Joseph Castillo,39,19,111341.23,349,39143.8,Home,4,0,0
Patrick Taylor,56,3,42815.55,443,30552.86,Education,2,0,0
Christopher Riley,37,12,147621.85,533,19814.72,Personal,1,0,1
Amanda Romero,60,14,91406.01,723,36808.13,Home,2,0,0
Jennifer Sanchez,28,3,65204.73,635,19293.13,Personal,4,1,0
Vincent Carter,39,16,50045.44,370,40722.2,Car,5,1,0
Victoria Carr,35,8,59583.38,356,9831.89,Personal,0,1,0
Anthony Lane,22,0,82220.46,692,22008.58,Home,5,0,0
Andrea Johnson,41,14,75355.02,831,42724.56,Education,2,0,0
Wendy Donaldson,52,15,61243.91,741,45812.82,Education,3,0,0
Benjamin Larsen,25,3,57013.03,334,44163.61,Car,1,0,0
Elizabeth Grant,54,11,29451.03,314,9488.26,Education,5,0,0
Victoria Pena,22,2,111441.18,767,35843.48,Personal,0,1,0
Jonathan Sanchez,36,12,49657.86,380,25782.76,Home,0,1,0
Kevin Adkins,36,10,109879.87,752,39358.08,Business,4,1,0
Patrick Snyder,53,4,147588.47,847,35927.94,Car,3,0,1
Jennifer Williams,41,14,94405.18,833,46844.4,Car,1,1,0
Leah Mcbride,39,16,87115.65,804,20549.28,Education,0,0,1
Stephanie Lloyd,23,1,107105.27,821,40982.81,Car,3,0,0
Amanda Martin,40,13,128320.69,359,5653.9,Education,4,1,0
Dr. Stephanie Pineda,51,17,144193.54,547,33672.81,Business,4,0,0
Michelle Mendez,28,8,51069.94,395,40395.69,Car,0,0,0
Sherry Ward,60,19,128547.49,521,18818.66,Business,3,0,0
Samuel Johnson,23,2,63270.49,789,25759.75,Home,1,0,0
Aaron Sullivan,49,27,95746.13,320,36796.22,Car,1,0,0
Jasmine Atkins,55,0,122595.04,370,47404.91,Education,3,0,0
Nicole Robinson,32,10,65959.3,417,16723.11,Car,5,0,0
Lauren Coleman,57,25,130016.08,338,23122.01,Business,2,0,0
Nicole Mills,40,14,133584.98,395,44712.45,Personal,5,1,0
Sergio Wilcox,21,0,92593.2,638,49747.33,Home,1,1,0
Laura Bailey,62,4,115951.07,764,39517.12,Business,0,0,1
Laurie May,54,6,137625.64,520,35374.82,Business,0,1,0
James Morris,41,18,42422.35,632,27368.2,Car,2,0,0
John Kerr,64,19,103974.76,557,35780.65,Home,4,1,0
David Simmons,32,4,142960.78,711,40698.18,Home,2,0,1
Lauren Bond,24,1,22789.11,689,24702.18,Education,5,1,0
Paul Smith,48,5,105709.34,820,13500.6,Home,2,1,0
John Williams III,49,15,74266.82,560,27864.07,Car,1,1,0
Steven Donaldson,63,25,29253.25,405,49723.52,Car,1,0,0
Taylor Boyd,58,23,66410.06,585,17090.82,Home,3,1,0
Tracy Meyer,25,4,90881.34,838,5058.03,Education,0,0,1
Sara Moran,29,7,83825.42,377,30729.29,Personal,4,1,0
Patrick Walters,35,6,112740.83,676,16390.36,Education,4,1,0
Sean Knight,33,13,142244.27,819,21186.01,Business,4,0,1
Shannon Chapman,65,44,52404.25,611,43183.83,Car,4,1,0
Jeremy West,55,2,46115.36,356,16809.38,Personal,4,1,0
Clayton Butler,52,10,26041.25,463,27833.0,Education,4,0,0
Lindsey Anderson,42,6,112984.88,589,15416.9,Car,4,1,0
Christina Herring,39,8,122127.3,480,17917.94,Personal,3,1,0
Adam Rogers,38,10,100001.68,411,27874.93,Home,1,0,0
Julie Rodriguez,36,0,86313.87,487,17915.02,Home,1,0,0
Jason Escobar,33,0,52684.77,726,45754.33,Personal,5,0,0
David Gray,34,9,70807.53,522,22950.67,Personal,2,1,0
Tara Robinson,41,18,43427.05,761,7947.84,Home,1,0,0
Brent Daniels,48,15,30461.61,427,20316.91,Car,5,1,0
Steven Benitez,24,2,71089.5,582,28938.63,Car,4,0,0
Daniel Smith,55,23,127658.73,732,11676.28,Education,1,1,1
Kevin Sanchez,60,33,66827.2,834,31647.28,Education,2,1,0
Brittany Hunt,56,16,49601.85,382,37579.43,Car,4,1,0
James Strong,55,32,114322.64,794,39840.72,Home,0,1,1
Kristy Perkins,34,3,68043.93,542,35339.12,Personal,5,0,0
Nathaniel Henry,62,20,46747.0,650,11512.43,Personal,5,1,0
John Estes MD,64,12,54158.12,841,37020.38,Personal,4,0,0
Ronald Webb,64,18,96971.69,419,20605.26,Education,1,1,0
Patrick Ford,48,10,136313.34,604,41237.29,Personal,2,1,0
Lauren Yoder,65,31,130746.53,541,38836.34,Education,2,1,0
Matthew Merritt,23,1,129860.47,573,13488.56,Personal,5,0,0
Nichole Mcguire,64,26,134718.57,608,9627.61,Personal,4,0,0
Taylor Thomas,26,4,88940.01,746,14336.63,Personal,3,0,0
Natalie Herrera,33,6,47895.85,393,14243.2,Education,1,0,0
Mariah Zimmerman,53,7,45864.93,343,18662.32,Business,3,1,0
Meghan Matthews,22,1,49604.78,340,36375.0,Education,2,0,0
Janet Miller,61,12,21203.51,420,12026.96,Personal,2,1,0
Richard Hall,57,33,86627.14,464,21459.3,Business,1,1,0
Russell Matthews,42,17,136462.91,399,47146.48,Education,0,0,0
Alexa Anderson,65,42,47113.37,583,12091.89,Car,1,1,0
Daniel Sullivan,49,3,66285.5,495,18341.06,Education,4,0,0
Melissa Johnson,32,6,48301.44,346,6746.28,Education,2,0,0
John Collins,36,9,34396.91,386,27753.29,Home,1,0,0
Karen Sparks,28,8,132691.54,676,7119.22,Education,1,1,0
Alexander Cook,23,0,146519.68,544,6915.0,Business,5,0,0
Theresa Berry,27,2,123558.34,585,13166.08,Car,1,1,0
Charles Ali,39,12,94020.81,655,39216.8,Business,3,0,0
Phillip Spencer,23,0,34943.31,538,48215.84,Home,1,1,0
Jennifer Hayes,22,0,37665.13,506,8887.81,Car,0,1,0
Raymond Morris,63,32,81700.3,623,29604.59,Home,2,0,0
Michael Bowman,21,0,140312.8,437,10901.09,Personal,1,0,0
John Hernandez,63,35,22125.18,444,20434.3,Personal,1,1,0
Maria Hinton,31,10,142107.06,496,12240.51,Business,2,1,0
Andrew Powers,42,7,62672.6,504,19475.73,Car,1,0,0
Amber Patterson,40,11,117745.34,622,46591.15,Car,2,1,0
John Hawkins,41,21,103272.14,641,5469.0,Personal,5,1,0
Rhonda Walker DVM,62,6,57584.52,497,18228.64,Business,4,1,0
Stephanie Bell,50,22,74766.29,799,38057.71,Car,5,1,0
Brandon Walton,21,0,40169.58,489,34452.78,Personal,1,0,0
Olivia Phillips,22,2,77383.51,619,37777.94,Home,2,1,0
Anthony Patterson,22,1,36782.97,462,20293.96,Personal,1,1,0
Jeffery Klein,31,5,57814.92,525,21756.12,Education,0,0,0
Todd Peters,36,14,69204.63,513,15020.71,Business,3,0,0
Elizabeth Johnson,61,32,35652.03,496,10167.69,Business,1,1,0
Destiny Washington,24,4,124821.95,526,40926.33,Education,2,0,0
Phyllis Martinez,45,6,85354.79,408,6517.65,Car,0,0,0
Janice Lewis,29,2,115783.08,594,39844.65,Education,1,0,0
Marcia Bailey,57,9,133633.72,425,18722.56,Business,3,0,0
Ronald Coffey,59,5,42583.86,367,12894.94,Car,0,0,0
Alyssa Dunlap,56,31,138092.76,576,25972.31,Personal,5,1,0
Suzanne Berger,48,1,58551.34,345,48664.85,Personal,0,0,0
Joshua Gray,31,7,105217.33,395,47637.99,Car,0,1,0
